year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12280	1433	Wayne St. (NE)	-	Opponent Totals	-	-	-	-	-	800:00	84	250	33.60	29	96	30.21	35	42	83.33	232	58.00	49	78	127	31.75	48	68	38	10	82	4	1	 	 
2016	12280	358	West Ala.	-	Totals	-	-	-	-	-	625:00	76	177	42.94	10	23	43.48	44	67	65.67	206	68.67	37	91	128	42.67	29	78	29	7	55	3	1	 	 
2016	12280	358	West Ala.	-	Opponent Totals	-	-	-	-	-	625:00	89	213	41.78	23	74	31.08	33	60	55.00	234	78.00	49	72	121	40.33	51	60	36	13	74	3	 	 	 
2016	12280	765	West Chester	-	Totals	-	-	-	-	-	800:00	93	263	35.36	23	98	23.47	63	85	74.12	272	68.00	70	99	169	42.25	61	81	47	14	65	4	1	 	 
2016	12280	765	West Chester	-	Opponent Totals	-	-	-	-	-	800:00	97	239	40.59	23	72	31.94	35	67	52.24	252	63.00	55	112	167	41.75	44	91	35	8	80	4	2	 	 
2016	12280	11740	West Florida	-	Totals	-	-	-	-	-	200:00	23	55	41.82	4	11	36.36	15	21	71.43	65	65.00	9	28	37	37.00	12	21	9	1	23	1	 	 	 
2016	12280	11740	West Florida	-	Opponent Totals	-	-	-	-	-	200:00	26	68	38.24	7	25	28.00	13	20	65.00	72	72.00	19	25	44	44.00	10	18	7	4	22	1	 	 	 
2016	12280	766	West Ga.	-	Totals	-	-	-	-	-	800:00	78	220	35.45	20	76	26.32	58	81	71.60	234	58.50	32	86	118	29.50	36	38	37	1	68	4	2	 	 
2016	12280	766	West Ga.	-	Opponent Totals	-	-	-	-	-	800:00	87	215	40.47	27	79	34.18	45	66	68.18	246	61.50	53	119	172	43.00	51	69	7	10	81	4	1	 	 
2016	12280	1438	West Liberty	-	Totals	-	-	-	-	-	600:00	90	195	46.15	27	74	36.49	28	43	65.12	235	78.33	28	91	119	39.67	57	47	14	19	63	3	2	 	 
2016	12280	1438	West Liberty	-	Opponent Totals	-	-	-	-	-	600:00	76	202	37.62	9	40	22.50	41	61	67.21	202	67.33	41	85	126	42.00	28	38	21	8	50	3	1	 	 
2016	12280	767	West Tex. A&M	-	Totals	-	-	-	-	-	800:00	96	213	45.07	22	59	37.29	40	61	65.57	254	63.50	43	109	152	38.00	64	65	45	12	65	4	1	 	 
2016	12280	767	West Tex. A&M	-	Opponent Totals	-	-	-	-	-	801:00	76	223	34.08	27	83	32.53	18	38	47.37	197	49.25	43	86	129	32.25	50	74	24	9	71	4	1	 	 
2016	12280	9630	West Va. Wesleyan	-	Totals	-	-	-	-	-	200:00	28	79	35.44	6	32	18.75	11	18	61.11	73	73.00	19	27	46	46.00	11	21	8	5	19	1	 	 	 
2016	12280	9630	West Va. Wesleyan	-	Opponent Totals	-	-	-	-	-	200:00	34	83	40.96	5	16	31.25	13	20	65.00	86	86.00	25	33	58	58.00	21	20	10	9	17	1	 	 	 
2016	12280	1439	West Virginia St.	-	Totals	-	-	-	-	-	600:00	60	180	33.33	10	50	20.00	46	71	64.79	176	58.67	40	76	116	38.67	27	41	17	4	42	3	 	 	 
2016	12280	1439	West Virginia St.	-	Opponent Totals	-	-	-	-	-	600:00	83	204	40.69	11	50	22.00	27	40	67.50	204	68.00	50	97	147	49.00	34	37	28	19	68	3	 	 	 
2016	12280	1445	Western N.M.	-	Totals	-	-	-	-	-	600:00	65	190	34.21	12	48	25.00	32	49	65.31	174	58.00	43	75	118	39.33	29	50	31	6	45	3	 	 	 
2016	12280	1445	Western N.M.	-	Opponent Totals	-	-	-	-	-	600:00	58	180	32.22	15	55	27.27	27	40	67.50	158	52.67	41	78	119	39.67	39	57	26	8	52	3	1	 	 
2016	12280	1446	Western Ore.	-	Totals	-	-	-	-	-	400:00	30	95	31.58	6	29	20.69	26	51	50.98	92	46.00	31	45	76	38.00	10	36	12	2	33	2	 	 	 
2016	12280	1446	Western Ore.	-	Opponent Totals	-	-	-	-	-	400:00	45	106	42.45	8	30	26.67	18	26	69.23	116	58.00	19	45	64	32.00	26	29	16	4	40	2	2	 	 
2016	12280	1448	Western Wash.	-	Totals	-	-	-	-	-	600:00	101	196	51.53	10	26	38.46	17	20	85.00	229	76.33	43	71	114	38.00	52	46	27	11	53	3	3	 	 
2016	12280	1448	Western Wash.	-	Opponent Totals	-	-	-	-	-	600:00	75	165	45.45	23	45	51.11	38	56	67.86	211	70.33	30	52	82	27.33	46	46	22	7	29	3	 	 	 
2016	12280	30209	Westminster (UT)	-	Totals	-	-	-	-	-	400:00	35	102	34.31	12	47	25.53	30	41	73.17	112	56.00	26	59	85	42.50	28	36	20	5	24	2	 	 	 
2016	12280	30209	Westminster (UT)	-	Opponent Totals	-	-	-	-	-	400:00	39	132	29.55	12	51	23.53	11	23	47.83	101	50.50	38	45	83	41.50	26	25	22	1	37	2	 	 	 
2016	12280	12799	Wheeling Jesuit	-	Totals	-	-	-	-	-	600:00	74	188	39.36	16	56	28.57	26	46	56.52	190	63.33	38	65	103	34.33	42	51	34	5	72	3	1	 	 
2016	12280	12799	Wheeling Jesuit	-	Opponent Totals	-	-	-	-	-	600:00	50	141	35.46	9	39	23.08	46	76	60.53	155	51.67	39	88	127	42.33	30	76	23	9	59	3	1	 	 
2016	12280	30120	William Jewell	-	Totals	-	-	-	-	-	1225:00	107	329	32.52	43	133	32.33	93	124	75.00	350	58.33	70	141	211	35.17	74	132	44	12	135	6	4	 	 
2016	12280	30120	William Jewell	-	Opponent Totals	-	-	-	-	-	1226:00	155	368	42.12	43	133	32.33	93	139	66.91	446	74.33	94	165	259	43.17	93	120	64	23	132	6	5	 	 
2016	12280	1460	Wilmington (DE)	-	Totals	-	-	-	-	-	625:00	89	228	39.04	10	44	22.73	54	82	65.85	242	80.67	47	97	144	48.00	38	64	44	11	74	3	1	 	 
2016	12280	1460	Wilmington (DE)	-	Opponent Totals	-	-	-	-	-	625:00	83	212	39.15	10	49	20.41	47	84	55.95	223	74.33	55	109	164	54.67	40	79	25	8	65	3	1	 	 
2016	12280	1462	Wingate	-	Totals	-	-	-	-	-	200:00	18	52	34.62	7	15	46.67	13	22	59.09	56	56.00	12	22	34	34.00	8	17	6	 	23	1	1	 	 
2016	12280	1462	Wingate	-	Opponent Totals	-	-	-	-	-	200:00	19	47	40.43	9	23	39.13	15	22	68.18	62	62.00	9	25	34	34.00	14	15	5	9	20	1	 	 	 
2016	12280	790	Winona St.	-	Totals	-	-	-	-	-	1200:00	175	370	47.30	46	108	42.59	84	94	89.36	480	80.00	72	167	239	39.83	107	63	49	18	95	6	1	 	 
2016	12280	790	Winona St.	-	Opponent Totals	-	-	-	-	-	1200:00	110	326	33.74	43	137	31.39	49	80	61.25	312	52.00	63	128	191	31.83	50	104	29	17	104	6	5	 	 
2016	12280	791	Winston-Salem	-	Totals	-	-	-	-	-	600:00	71	159	44.65	8	25	32.00	34	50	68.00	184	61.33	31	83	114	38.00	38	79	20	18	63	3	2	 	 
2016	12280	791	Winston-Salem	-	Opponent Totals	-	-	-	-	-	600:00	67	176	38.07	13	54	24.07	40	67	59.70	187	62.33	37	64	101	33.67	28	57	28	5	52	3	 	 	 
2016	12280	799	Wis.-Parkside	-	Totals	-	-	-	-	-	400:00	54	131	41.22	7	31	22.58	28	34	82.35	143	71.50	39	55	94	47.00	26	36	19	6	36	2	1	 	 
2016	12280	799	Wis.-Parkside	-	Opponent Totals	-	-	-	-	-	400:00	40	108	37.04	10	38	26.32	20	29	68.97	110	55.00	15	40	55	27.50	23	36	15	3	41	2	1	 	 
2016	12280	30154	Young Harris	-	Totals	-	-	-	-	-	400:00	62	149	41.61	14	39	35.90	19	35	54.29	157	78.50	35	45	80	40.00	35	29	36	6	39	2	 	 	 
2016	12280	30154	Young Harris	-	Opponent Totals	-	-	-	-	-	400:00	46	110	41.82	15	42	35.71	31	46	67.39	138	69.00	25	57	82	41.00	30	52	15	3	34	2	1	 	 
